


Concurrency: 10 | Throughput: 914.677897 | median: 8.973595 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003636436s | size: 54867 | mean: 10.930389 | min: 6.569087 | max: 617.449396
Concurrency: 10 | Throughput: 23.714754 | median: 22.462247 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004840231s | size: 1422 | mean: 421.878289 | min: 13.051478 | max: 49033.161964

Concurrency: 20 | Throughput: 1335.458039 | median: 10.692224 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.013866168s | size: 80106 | mean: 14.973397 | min: 6.535672 | max: 12053.352438
Concurrency: 20 | Throughput: 633.837530 | median: 14.983911 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001180391s | size: 37993 | mean: 31.579180 | min: 6.618689 | max: 15723.200958

Concurrency: 20 | Throughput: 309.806514 | median: 19.085901 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.008421864s | size: 18585 | mean: 64.556000 | min: 6.664263 | max: 27458.853115


Concurrency: 30 | Throughput: 279.772123 | median: 12.918575 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.320203862s | size: 17974 | mean: 19.261601 | min: 6.633349 | max: 54600.371688
Concurrency: 30 | Throughput: 75.171947 | median: 13.880615 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m6.314631852s | size: 4956 | mean: 165.552765 | min: 6.733312 | max: 40288.281647

Concurrency: 60 | Throughput: 2073.548643 | median: 19.212977 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.008720042s | size: 124311 | mean: 28.944087 | min: 6.770573 | max: 13891.494861
Concurrency: 60 | Throughput: 648.948023 | median: 22.355121 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m2.282337854s | size: 40346 | mean: 72.389141 | min: 7.027082 | max: 31869.279876
Concurrency: 60 | Throughput: 2037.141031 | median: 21.451885 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m6.411209618s | size: 135169 | mean: 26.428090 | min: 6.757646 | max: 6985.544462


Concurrency: 80 | Throughput: 2008.355444 | median: 25.172959 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.444479757s | size: 121234 | mean: 35.933244 | min: 6.973903 | max: 7033.405324
Concurrency: 80 | Throughput: 864.071082 | median: 25.791241 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002008021s | size: 51686 | mean: 92.833957 | min: 7.059392 | max: 36089.175440
Concurrency: 80 | Throughput: 1961.072755 | median: 24.433917 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001343496s | size: 117514 | mean: 40.814227 | min: 6.988962 | max: 7487.968169
Concurrency: 80 | Throughput: 475.161203 | median: 29.379505 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.095055377s | size: 28870 | mean: 164.027043 | min: 8.347750 | max: 33952.356161

Concurrency: 100 | Throughput: 1188.535704 | median: 33.646881 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.912257542s | size: 75762 | mean: 66.501456 | min: 6.991398 | max: 13655.152811
Concurrency: 100 | Throughput: 2011.501763 | median: 33.616125 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000444556s | size: 120493 | mean: 49.756453 | min: 6.858222 | max: 7128.529052
Concurrency: 100 | Throughput: 792.724356 | median: 29.234811 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.336012891s | size: 50146 | mean: 108.704051 | min: 7.087666 | max: 26382.125840
Concurrency: 100 | Throughput: 528.305850 | median: 32.340682 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m2.810207413s | size: 32984 | mean: 172.044194 | min: 8.387405 | max: 27375.978202

Concurrency: 200 | Throughput: 2091.720007 | median: 63.149332 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.585125907s | size: 134866 | mean: 75.185583 | min: 7.445122 | max: 14290.623118

Concurrency: 200 | Throughput: 966.973285 | median: 59.863714 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.908694219s | size: 61398 | mean: 171.708477 | min: 7.647045 | max: 25945.712154
Concurrency: 200 | Throughput: 2818.161421 | median: 54.637299 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005079464s | size: 168704 | mean: 71.025540 | min: 7.122141 | max: 4238.098748
Concurrency: 200 | Throughput: 1658.606206 | median: 56.511117 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.767031261s | size: 107023 | mean: 110.373409 | min: 7.140545 | max: 26945.469070
Concurrency: 300 | Throughput: 1092.763236 | median: 94.703575 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.153180165s | size: 70597 | mean: 251.686666 | min: 23.670115 | max: 12503.213415

Concurrency: 300 | Throughput: 1720.064408 | median: 92.201838 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005311157s | size: 102613 | mean: 175.036735 | min: 7.872923 | max: 26850.769885
Concurrency: 300 | Throughput: 1396.941462 | median: 84.541945 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.214531456s | size: 88187 | mean: 194.916718 | min: 7.589703 | max: 26855.503416

Concurrency: 600 | Throughput: 420.732531 | median: 199.694457 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.122133333s | size: 27153 | mean: 369.718109 | min: 83.126070 | max: 48461.766599
Concurrency: 600 | Throughput: 1033.041389 | median: 165.620189 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.329625357s | size: 61915 | mean: 449.734550 | min: 52.840741 | max: 28620.081321
Concurrency: 600 | Throughput: 1916.519775 | median: 168.897647 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006685814s | size: 114404 | mean: 313.697355 | min: 8.482512 | max: 26467.698518
Concurrency: 600 | Throughput: 715.684713 | median: 168.431919 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.604307521s | size: 46850 | mean: 506.116794 | min: 61.266627 | max: 26115.265722
Concurrency: 600 | Throughput: 1820.934153 | median: 172.858093 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.018095564s | size: 108483 | mean: 330.542721 | min: 9.026754 | max: 13835.180875



Concurrency: 800 | Throughput: 2707.142634 | median: 239.029162 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001271439s | size: 160925 | mean: 297.024208 | min: 7.702313 | max: 5591.691630

Concurrency: 1000 | Throughput: 2181.542076 | median: 321.649193 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.024971063s | size: 129896 | mean: 459.834868 | min: 0.059947 | max: 34299.733568
Concurrency: 1000 | Throughput: 921.176452 | median: 305.943696 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.712581018s | size: 55572 | mean: 980.061278 | min: 0.062104 | max: 14447.972036

Concurrency: 1000 | Throughput: 2147.168973 | median: 278.033349 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005990033s | size: 127673 | mean: 468.157839 | min: 0.061109 | max: 8180.862892
Concurrency: 1000 | Throughput: 2637.343854 | median: 303.195719 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.011894075s | size: 156812 | mean: 380.223595 | min: 0.064765 | max: 10965.021428
Concurrency: 10 | Throughput: 772.220303 | median: 8.835695 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006192309s | size: 46319 | mean: 12.949356 | min: 6.509151 | max: 12399.685041
Concurrency: 10 | Throughput: 625.581299 | median: 8.358217 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001793597s | size: 37517 | mean: 15.987273 | min: 6.480677 | max: 13598.701383
Concurrency: 10 | Throughput: 473.735376 | median: 8.614702 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.378147933s | size: 29058 | mean: 19.077025 | min: 6.450413 | max: 13798.178074
Concurrency: 10 | Throughput: 716.742147 | median: 8.599767 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.190404824s | size: 43121 | mean: 11.763086 | min: 6.423244 | max: 10496.794403
Concurrency: 10 | Throughput: 848.965960 | median: 8.186915 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001227878s | size: 50919 | mean: 11.779076 | min: 6.410992 | max: 6225.738061
Concurrency: 10 | Throughput: 355.756942 | median: 8.500735 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.957953958s | size: 23445 | mean: 23.383369 | min: 6.516681 | max: 12642.499021
Concurrency: 10 | Throughput: 563.446420 | median: 8.108830 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.679524278s | size: 35860 | mean: 11.035654 | min: 6.452092 | max: 26765.738918
Concurrency: 10 | Throughput: 953.202285 | median: 8.259075 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.97215528s | size: 59052 | mean: 9.938565 | min: 6.483906 | max: 6298.181181
Concurrency: 10 | Throughput: 342.889418 | median: 8.648164 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.570870659s | size: 21092 | mean: 26.429513 | min: 6.471441 | max: 13758.511300
Concurrency: 10 | Throughput: 877.231199 | median: 8.244797 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003565825s | size: 52618 | mean: 11.399376 | min: 6.455715 | max: 6262.839566
Concurrency: 20 | Throughput: 1071.878950 | median: 9.097111 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001178329s | size: 64274 | mean: 18.665144 | min: 6.441276 | max: 13692.953256
Concurrency: 20 | Throughput: 1039.640952 | median: 8.891145 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002445898s | size: 62342 | mean: 19.241979 | min: 6.438283 | max: 24446.695593
Concurrency: 20 | Throughput: 959.069308 | median: 8.819583 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.239650589s | size: 57735 | mean: 17.241245 | min: 6.439847 | max: 11619.360485
Concurrency: 20 | Throughput: 1009.423201 | median: 8.898509 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005555603s | size: 60530 | mean: 19.818272 | min: 6.420047 | max: 13821.761763
Concurrency: 20 | Throughput: 1229.076932 | median: 10.046424 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000312488s | size: 73705 | mean: 16.272471 | min: 6.424166 | max: 6710.098980
Concurrency: 20 | Throughput: 1101.873232 | median: 8.878829 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003272688s | size: 66076 | mean: 18.156501 | min: 6.434824 | max: 25821.778412
Concurrency: 20 | Throughput: 1880.879375 | median: 8.843605 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001189618s | size: 112815 | mean: 10.630322 | min: 6.429129 | max: 5510.497310
Concurrency: 20 | Throughput: 1557.819617 | median: 9.351854 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000528303s | size: 93430 | mean: 12.838885 | min: 6.391839 | max: 5721.312022
Concurrency: 20 | Throughput: 745.300822 | median: 9.360063 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.023812375s | size: 47688 | mean: 24.922094 | min: 6.430326 | max: 13327.710694
Concurrency: 20 | Throughput: 1425.282129 | median: 9.241918 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002155553s | size: 85480 | mean: 14.033276 | min: 6.454916 | max: 11909.487901
Concurrency: 30 | Throughput: 1543.069689 | median: 10.357002 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000530554s | size: 92525 | mean: 19.445746 | min: 6.434823 | max: 18674.450416
Concurrency: 30 | Throughput: 2171.457216 | median: 9.757261 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000721662s | size: 130229 | mean: 13.816226 | min: 6.379194 | max: 11263.182753

Concurrency: 30 | Throughput: 1352.920911 | median: 10.428670 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001290045s | size: 81117 | mean: 22.183883 | min: 6.475473 | max: 7530.581266

Concurrency: 30 | Throughput: 1403.654424 | median: 14.113749 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.00052334s | size: 84160 | mean: 21.381618 | min: 6.527817 | max: 12176.678042
Concurrency: 30 | Throughput: 1586.194344 | median: 9.743652 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002735691s | size: 95116 | mean: 18.918543 | min: 6.435918 | max: 26606.582412
Concurrency: 30 | Throughput: 2052.603789 | median: 9.740266 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000863601s | size: 123098 | mean: 14.617344 | min: 6.444945 | max: 12019.951164
Concurrency: 30 | Throughput: 1777.219761 | median: 10.119787 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002146226s | size: 106577 | mean: 16.884966 | min: 6.447411 | max: 13638.583997
Concurrency: 30 | Throughput: 328.244107 | median: 10.543356 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.38731244s | size: 21404 | mean: 26.103651 | min: 6.570618 | max: 50103.798027
Concurrency: 60 | Throughput: 2476.387068 | median: 15.091561 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001928581s | size: 148468 | mean: 24.234279 | min: 6.548438 | max: 12703.279547
Concurrency: 60 | Throughput: 3442.342233 | median: 14.263719 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000425885s | size: 206422 | mean: 17.431137 | min: 6.530229 | max: 5990.764081
Concurrency: 60 | Throughput: 2675.016191 | median: 14.322044 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003748964s | size: 160396 | mean: 22.435110 | min: 6.520158 | max: 12667.190675

Concurrency: 60 | Throughput: 1752.047207 | median: 16.046356 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004090964s | size: 105010 | mean: 34.263530 | min: 6.595063 | max: 12148.558622
Concurrency: 60 | Throughput: 2576.125631 | median: 15.047473 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.5589145s | size: 168769 | mean: 18.602099 | min: 6.643365 | max: 13672.812472
Concurrency: 60 | Throughput: 2947.986166 | median: 14.964278 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m2.790661002s | size: 184986 | mean: 18.610945 | min: 6.377398 | max: 5478.686248
Concurrency: 60 | Throughput: 2219.685742 | median: 14.769276 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.831133641s | size: 134906 | mean: 24.289631 | min: 6.538075 | max: 10201.025720
Concurrency: 60 | Throughput: 2219.917579 | median: 15.077895 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004930472s | size: 133089 | mean: 27.029853 | min: 6.588731 | max: 6957.352185
Concurrency: 60 | Throughput: 2288.503630 | median: 16.756581 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003400575s | size: 137198 | mean: 26.226897 | min: 6.516212 | max: 6267.559459
Concurrency: 80 | Throughput: 3106.993020 | median: 18.178448 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000134801s | size: 186262 | mean: 25.747636 | min: 6.592414 | max: 7424.302963
Concurrency: 80 | Throughput: 1564.300385 | median: 20.994720 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.081490101s | size: 101646 | mean: 46.277547 | min: 6.723909 | max: 15723.577152
Concurrency: 80 | Throughput: 3248.284993 | median: 18.213079 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.266836324s | size: 208597 | mean: 22.230348 | min: 6.621035 | max: 6347.642989
Concurrency: 80 | Throughput: 3647.697619 | median: 18.140763 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m2.103009531s | size: 226373 | mean: 19.754779 | min: 6.537256 | max: 6237.448146

Concurrency: 80 | Throughput: 3056.869936 | median: 19.805151 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003534283s | size: 183262 | mean: 26.173307 | min: 6.603754 | max: 5814.582213
Concurrency: 80 | Throughput: 2381.524154 | median: 17.986165 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.376420349s | size: 153192 | mean: 26.404210 | min: 6.660689 | max: 26908.471629

Concurrency: 80 | Throughput: 2943.862795 | median: 19.303143 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004494874s | size: 176485 | mean: 27.186638 | min: 6.803583 | max: 6079.489424
Concurrency: 80 | Throughput: 2820.762553 | median: 18.913626 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.014268056s | size: 169126 | mean: 28.370532 | min: 6.471809 | max: 13097.683953

Concurrency: 100 | Throughput: 4185.533690 | median: 21.546780 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004056495s | size: 250949 | mean: 23.889162 | min: 6.739975 | max: 1344.447528
Concurrency: 100 | Throughput: 1839.440004 | median: 22.080283 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.820032036s | size: 120872 | mean: 48.966288 | min: 6.953141 | max: 12786.397731
Concurrency: 100 | Throughput: 3048.030607 | median: 21.947353 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000381757s | size: 182683 | mean: 32.823244 | min: 6.735407 | max: 6253.738735
Concurrency: 100 | Throughput: 1666.825919 | median: 23.155395 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.010465907s | size: 99841 | mean: 60.064503 | min: 6.616314 | max: 31707.456809
Concurrency: 100 | Throughput: 3931.401397 | median: 22.364855 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001250487s | size: 235690 | mean: 25.434596 | min: 6.531031 | max: 3120.546118
Concurrency: 100 | Throughput: 3330.364214 | median: 22.591083 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002146059s | size: 199629 | mean: 30.026764 | min: 6.680114 | max: 6440.268189
Concurrency: 100 | Throughput: 2420.551784 | median: 21.627731 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002021429s | size: 145039 | mean: 41.335530 | min: 6.733912 | max: 12730.828154
Concurrency: 100 | Throughput: 2942.526435 | median: 21.815221 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000480512s | size: 176352 | mean: 33.998336 | min: 6.792467 | max: 12730.912864
Concurrency: 100 | Throughput: 2932.576446 | median: 22.915509 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005937871s | size: 175773 | mean: 34.116039 | min: 6.687355 | max: 6086.664015
Concurrency: 200 | Throughput: 2357.231414 | median: 40.591756 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.702175215s | size: 152118 | mean: 70.277227 | min: 6.793934 | max: 12536.897446
Concurrency: 200 | Throughput: 2665.017758 | median: 42.037464 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000350667s | size: 159502 | mean: 75.156654 | min: 6.700013 | max: 12621.095593
Concurrency: 200 | Throughput: 3253.419295 | median: 41.028367 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.006713647s | size: 194832 | mean: 61.478470 | min: 6.652837 | max: 12671.391510
Concurrency: 200 | Throughput: 3236.543835 | median: 40.955048 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000423269s | size: 193795 | mean: 61.856434 | min: 6.932445 | max: 6236.238372
Concurrency: 200 | Throughput: 4162.955790 | median: 40.759176 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000396982s | size: 249379 | mean: 48.057395 | min: 6.812230 | max: 6040.691400
Concurrency: 200 | Throughput: 2352.091987 | median: 42.973907 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.540535325s | size: 144350 | mean: 66.419139 | min: 7.423537 | max: 13720.180060
Concurrency: 200 | Throughput: 3032.834418 | median: 41.662607 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005254125s | size: 181621 | mean: 66.006841 | min: 6.719914 | max: 7453.512962
Concurrency: 200 | Throughput: 2158.428086 | median: 41.360943 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m2.620108053s | size: 134762 | mean: 83.857797 | min: 8.312856 | max: 13511.176398
Concurrency: 200 | Throughput: 2513.396088 | median: 40.889528 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004072075s | size: 150414 | mean: 79.722093 | min: 6.693979 | max: 15389.330973

Concurrency: 300 | Throughput: 2863.956125 | median: 62.719239 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003712519s | size: 171248 | mean: 104.938863 | min: 7.131118 | max: 13197.737965
Concurrency: 300 | Throughput: 4082.767258 | median: 60.111526 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.004155158s | size: 244383 | mean: 73.533142 | min: 6.870636 | max: 3247.994926
Concurrency: 300 | Throughput: 2928.397438 | median: 59.609621 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.182610561s | size: 178568 | mean: 93.638268 | min: 7.055440 | max: 10704.087233
Concurrency: 300 | Throughput: 4683.245138 | median: 59.912928 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000916404s | size: 280399 | mean: 64.032972 | min: 6.692937 | max: 841.552257
Concurrency: 300 | Throughput: 4201.198809 | median: 60.168158 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000255035s | size: 251473 | mean: 71.460812 | min: 6.575328 | max: 6383.856208

Concurrency: 300 | Throughput: 3734.291088 | median: 62.493933 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m7.633988374s | size: 251965 | mean: 65.264395 | min: 7.067419 | max: 12801.239427
Concurrency: 300 | Throughput: 2653.791666 | median: 61.682182 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.003202989s | size: 158636 | mean: 113.229956 | min: 7.135246 | max: 13510.753258
Concurrency: 300 | Throughput: 3128.184543 | median: 61.430781 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m7.225893192s | size: 209780 | mean: 77.713057 | min: 6.696728 | max: 12884.989644

Concurrency: 600 | Throughput: 3924.176305 | median: 115.031219 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.037057886s | size: 235019 | mean: 153.011413 | min: 6.915019 | max: 6078.619888
Concurrency: 600 | Throughput: 2433.374861 | median: 118.188329 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.126011838s | size: 157276 | mean: 224.482795 | min: 19.529081 | max: 13738.653506

Concurrency: 600 | Throughput: 4323.314191 | median: 121.212824 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m1.838901411s | size: 266149 | mean: 124.430820 | min: 7.143738 | max: 6583.414027
Concurrency: 600 | Throughput: 3710.075285 | median: 119.182123 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.002016912s | size: 221411 | mean: 162.251743 | min: 6.916354 | max: 13223.445475
Concurrency: 600 | Throughput: 3899.382108 | median: 123.371486 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m4.647934736s | size: 250887 | mean: 142.028155 | min: 6.787174 | max: 6228.633940
Concurrency: 600 | Throughput: 3612.280082 | median: 119.351674 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001161336s | size: 215540 | mean: 166.546231 | min: 8.076030 | max: 7080.689824
Concurrency: 600 | Throughput: 1494.174865 | median: 131.161355 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.954361854s | size: 94702 | mean: 368.933271 | min: 19.227562 | max: 27858.230410

Concurrency: 600 | Throughput: 1850.382847 | median: 119.795741 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m5.490230947s | size: 119982 | mean: 266.642050 | min: 7.066008 | max: 13902.197802
Concurrency: 800 | Throughput: 2862.045021 | median: 165.424632 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.001152585s | size: 170322 | mean: 280.734025 | min: 0.050110 | max: 13579.218621
Concurrency: 800 | Throughput: 1255.882698 | median: 159.464277 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.015159168s | size: 74434 | mean: 643.760748 | min: 35.303853 | max: 32193.321701
Concurrency: 800 | Throughput: 1747.516628 | median: 153.902212 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.107010309s | size: 104203 | mean: 355.838036 | min: 22.073274 | max: 13882.692744
Concurrency: 800 | Throughput: 3350.466205 | median: 155.162010 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.005082197s | size: 199541 | mean: 239.944873 | min: 7.371514 | max: 7080.272812
Concurrency: 800 | Throughput: 2860.058891 | median: 162.204152 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.054357807s | size: 170202 | mean: 281.135516 | min: 10.006486 | max: 13678.475779
Concurrency: 800 | Throughput: 2319.390341 | median: 162.427022 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m2.274123258s | size: 143375 | mean: 313.909480 | min: 31.456282 | max: 26742.351270

Concurrency: 800 | Throughput: 2520.727883 | median: 158.460229 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.87599434s | size: 159414 | mean: 287.430773 | min: 29.284165 | max: 13046.792856
Concurrency: 800 | Throughput: 3352.147240 | median: 162.468925 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.012280365s | size: 199570 | mean: 239.627734 | min: 39.215452 | max: 6876.854984
Concurrency: 800 | Throughput: 2422.251974 | median: 165.166063 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.000363944s | size: 144484 | mean: 331.042838 | min: 9.965757 | max: 26434.220399
Concurrency: 1000 | Throughput: 3320.715560 | median: 200.964614 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.01628155s | size: 197297 | mean: 302.709455 | min: 0.047451 | max: 13521.127687
Concurrency: 1000 | Throughput: 2232.305853 | median: 208.981472 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m0.010145927s | size: 132735 | mean: 450.284923 | min: 0.048369 | max: 34620.048471
Concurrency: 1000 | Throughput: 2436.783099 | median: 201.064476 | Write Ratio: 0.500000 | Number of Keys: 1000 | Benchmark Time: 1m3.118461398s | size: 152634 | mean: 374.242125 | min: 0.049739 | max: 14686.648751

